DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
1985-10-31T01:00:00+01:00;3652;Grandes Carrières.;rue;;firmin gémier;rue Firmin Gémier;3666;"Orig. du nom. ~ Firmin Gémier (1869-1933), acteur et metteur en scène français, directeur de l'Odéon et du Théâtre national populaire.
Historique. ~ Précédemment impasse Cope (située rue Lagille, 25).";15.0;135.0;"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 16 mai 1995.
Dénomination. ~ Arr. du 24 août 1934. Déc. mun. du 31 octobre 1985, étendant la dénomination à l'impasse Cope.";XVIIIe;voie publique;rue Vauvenargues, 51 et rue Belliard, 171.;rue Lagille, 23.
1929-03-07T01:00:00+01:00;6962;Grandes Carrières.;rue;d';oslo;rue d'Oslo;6882;"Orig. du nom. ~ Oslo, capitale de la Norvège.
Historique. ~ Précédemment rue Christiana.";12.0;160.0;"Ouverture. ~ Ouverte en 1892.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 12 décembre 1935.
Dénomination. ~ Arr. du 3 juillet 1929.";XVIIIe;voie publique;rue Lamarck, 154.;rue Marcadet, 239-243.
;0517;Chapelle. Villette. Pont de Flandre.;rue;d';aubervilliers;rue d'Aubervilliers;0495;"Orig. du nom. ~ Ancien chemin vicinal conduisant au village d'Aubervilliers.
Historique. ~ Précédemment rue des Vertus dans la partie A et chemin d'Aubervilliers dans le surplus de la voie. Elle est indiquée sur le plan de Roussel (1730) sous le nom de chemin de Notre-Dame des Vertus et sur celui de Delagrive (1740), comme chemin d'Aubervilliers. La partie comprise entre les nos 192 et 222, déclassée par l'arr. mun. du 19 octobre 1981, a été supprimée. La rue d'Aubervilliers suit un nouveau tracé à cette hauteur.";15.0;1820.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. 
Précédemment voie des anciennes communes de la Chapelle et de la Villette.
Déclassements.~ Délib. mun. du 6 et 7 février 2012, au droit des 153 à 169 de 354 m2.
Alignements (retenus au POS et non repris au PLU). ~ Arr. préf. du 29 octobre 1969, au droit du n° 94.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 11 septembre 1842, entre le boulevard de la Chapelle et la rue Riquet (A), sauf : 1° du côté pair, sur une longueur de 5 m à partir du boulevard de la Villette et au droit du n° 94 ; 2° du côté impair, sur une longueur de 112 m environ au-delà de la rue du Département. Déc. du 7 août 1935, partie M. Arr. préf. du 29 octobre 1969 (relatif à la rue Riquet), au droit du n° 98.
alignements (non repris au PLU). ~ Délib. mun. du 14 et 15 novembre 2011,  entre la rue de l'Ourcq et la rue de Crimée.
Nivellement. ~ Déc. du 7 août 1935, partie M.
Numérotage. ~ Arr. du 9 juillet 1913.";XVIIIe,XIXe;voie publique;boulevard de la Chapelle, 2, et boulevard de la Villette, 244.;boulevard Ney, 1, et boulevard Macdonald, 229.
1877-01-02T00:53:28+00:53;0643;Charonne.;rue;des;balkans;rue des Balkans;0630;"Orig. du nom. ~ Chaîne de montagne du Sud-Est de l'Europe.
Historique. ~ Précédemment, rue de Vincennes et auparavant rue aux Vaches.";8.0;270.0;"Ouverture. ~ Déc. du 17 novembre 1910 (UP), sur une longueur de 30 m environ, à partir de la rue Vitruve (A). Ce décret a déclassé la partie en retour d'équerre qui débouchait sur la rue Vitruve.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863, sauf la partie A. Précédemment, voie de l'ancienne commune de Charonne.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 9 janvier 1939 (relatif à la rue Vitruve), au débouché sur cette rue, au droit du n° 2. Ord. du 27 août 1844, côté pair.
Alignements (retenus au PAZ de la Zac ""Saint-Blaise"" et non repris au PLU). ~ Ord. du 27 août 1844, au droit du n° 3.
Alignements (non retenus au PAZ de la Zac ""Saint-Blaise"" et non repris au PLU). ~ Arr. du 9 janvier 1939 (relatif à la rue Vitruve), au droit du n° 1.
Alignements (non retenus au PAZ de la Zac ""Ancien Village de Charonne"" et non repris au PLU). ~ Ord. du 27 août 1844, côté impair, entre les rues Riblette et de Bagnolet.
Numérotage. ~ Arr. du 25 octobre 1881.
Dénomination. ~ Arr. du 1er février 1877.";XXe;voie publique;rue Vitruve, 61.;rue de Bagnolet, 148.
1994-05-04T02:00:00+02:00;7255;Saint-Fargeau.;rue;du;père prosper-enfantin;rue du Père Prosper-Enfantin;7203;"Orig. du nom. ~ Prosper Barthélemy Enfantin dit le Père Enfantin (Paris, 1796-Paris, 1864). Ingénieur et socialiste français. Il fut le principal propagateur du Saint-Simonisme.
Historique. ~ Elle avait été provisoirement dénommée CH/20.";3.5;41.0;"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 4 décembre 1991.
Dénomination. ~ Arr. mun. du 5 avril 1994.";XXe;voie publique;rue Géo Chavez, 4.;rue Irénée Blanc, 22.
;A760;Charonne. Saint-Fargeau.;voie;;eu/20;voie EU/20;Y518;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;12.0;280.0;Observation. ~ Bretelle d'accès du boulevard Périphérique intérieur est à l'autoroute A3 (Porte de Bagnolet).;XXe;voie publique;boulevard Périphérique intérieur est.;autoroute A3.
1905-06-11T01:00:00+01:00;6137;Saint-Fargeau.;rue;;martin garat;rue Martin Garat;6057;"Orig. du nom. ~ Martin Garat (1748-1830), premier directeur général de la Banque de France.
Historique. ~ La partie A était précédemment un tronçon de l'impasse de la Py (arr. du 1er février 1877) et plus anciennement une partie du sentier de traverse de la Py, indiqué sur le cadastre de 1812. La partie B a été ouverte par la Ville de Paris.";8.0;115.0;"Ouverture. ~ La partie B a été ouverte en 1930.
Classement. ~ Partie A. Arr. du 3 juillet 1830 (dans la voirie de l'ancienne commune de Charonne) et déc. du 23 mai 1863 (dans la voirie parisienne).
Dénomination. ~ Arr. du 6 novembre 1905, partie A.";XXe;voie publique;rue de la Py, 8.;rue Géo Chavez, 5.
1956-05-21T01:00:00+01:00;6150;Charonne.;rue;;maryse hilsz;rue Maryse Hilsz;6069;"Orig. du nom. ~ Maryse Hilsz (1903-1946), aviatrice française.
Historique. ~ Ouverte par la Ville de Paris.";20.0;450.0;"Ouverture. ~ Ouverte en 1957.
Dénomination. ~ Arr. du 21 mai 1956.";XXe;voie publique;rue de Lagny, 113.;avenue de la Porte de Montreuil.
1867-02-26T00:53:28+00:53;4818;Père Lachaise.;rue;du;japon;rue du Japon;4736;"Orig. du nom. ~ Empire d'Asie ; voisinage de la rue de la Chine.
Historique. ~ Ouverte par la Ville de Paris. Un décret du 4 mars 1868 avait déclaré d'utilité publique le prolongement de la voie entre les rues Belgrand et de la Cour des Noues. Le décret précité a été rapporté par un autre décret du 14 septembre 1892.";15.0;115.0;"Ouverture. ~ Ouverte en 1867.
Dénomination. ~ Arr. du 26 février 1867.";XXe;voie publique;rue Belgrand, 1.;avenue Gambetta, 48.
1926-12-10T01:00:00+01:00;2844;Saint-Fargeau.;rue;du;docteur labbé;rue du Docteur Labbé;2866;"Orig. du nom. ~ Léon Labbé (1832-1916), chirurgien français, président de l'Académie de médecine, sénateur.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement du bastion 16.";20.0;112.0;"Ouverture. ~ Ouverte en 1926.
Classement. ~ Arr. du 11 octobre 1932.
Dénomination. ~ Arr. du 12 octobre 1926.";XXe;voie publique;boulevard Mortier, 82.;rue Le Vau, 29.
1973-06-04T01:00:00+01:00;0363;Necker.;rue;;anselme payen;rue Anselme Payen;0344;"Orig. du nom. ~ Anselme Payen (Paris, 1795-Paris, 1871), chimiste français.
Historique. ~ Ouverte par la SEMEA 15, dans le cadre de la rénovation du secteur Procession. Elle avait été provisoirement dénommée AL/15. Cette voie a englobé une partie de la rue des Volontaires prolongée, précédemment partie de la ruelle Volontaire.";9.0;115.0;"Ouverture. ~ Ouverte en 1972.
Dénomination. ~ Arr. du 6 avril 1973.";XVe;voie publique;rue Vigée-Lebrun, 6.;rue Falguière, 112.
1932-03-06T01:00:00+01:00;9258;Saint-Lambert.;rue;;théophraste renaudot;rue Théophraste Renaudot;9236;"Orig. du nom. ~ Théophraste Renaudot (1586-1653), médecin et philanthrope français. Il édita la `Gazette`, ancêtre des journaux français.
Historique. ~ Ouverte sur l'emplacement de l'ancienne usine à gaz de Vaugirard.";16.0;235.0;"Ouverture, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 5 août 1929. Ouverte en 1932.
Numérotage. ~ Arr. du 29 novembre 1932.
Dénomination. ~ Arr. du 3 juin 1932.";XVe;voie publique;rue Léon Lhermitte et rue de la Croix Nivert, 101.;rue Lecourbe, 184.
;6323;Auteuil.;hameau;;michel-ange;hameau Michel-Ange;6246;"Orig. du nom. ~ Voisinage de la rue Michel-Ange.
Historique. ~ Amorcée en 1935.";6.0;60.0;"Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).
Ouverture. ~ Arr. du 21 décembre 1926.
Assainissement. ~ Arr. mun. du 8 décembre 1981.
Servitude. ~ Zones de servitude ""non aedificandi"" de part et d'autre de la voie.";XVIe;voie privée;rue Parent de Rosan, 21-25.;en impasse
1907-06-24T01:00:00+01:00;0281;Auteuil.;rue;de l';amiral cloué;rue de l'Amiral Cloué;0282;"Orig. du nom. ~ Georges Charles Cloué (1817-1889), amiral.
Historique. ~ Précédemment rue Benjamin Godard.";30.0;40.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 21 avril 1897 (UP).
Dénomination. ~ Arr. du 24 juin 1907.";XVIe;voie publique;quai Louis Blériot, 62.;avenue de Versailles, 59.
;5562;Auteuil.;avenue;;léon heuzey;avenue Léon Heuzey;5493;"Orig. du nom. ~ Léon Heuzey (1831-1922), archéologue et membre de l'Institut ; propriétaire de terrains.";12.0;60.0;"Ouverture. ~ Ouverte en 1912.
Assainissement. ~ Arr. mun. du 3 juillet 1987.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement.~ Arr. mun. du 26 février 1997.";XVIe;voie publique;rue de Rémusat, 19.;en impasse
;2970;Grenelle.;passage;;du guesclin;passage Du Guesclin;2997;Orig. du nom. ~ Voisinage de la rue Du Guesclin.;10.0;90.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 28 juillet 1944 sauf, en ce qui concerne les alignements, au droit du n° 13.
Alignements (retenus au POS et non repris au PLU). ~ Arr. du 28 juillet 1944, au droit du n° 13.";XVe;voie publique;rue Dupleix, 14.;rue de Presles, 11.
1868-10-08T00:53:28+00:53;9919;Saint-Lambert.;rue;de;vouillé;rue de Vouillé;9886;"Orig. du nom. ~ Victoire de Clovis sur les Wisigoths en 507 ; quartier où ont été groupés des noms de l'époque gallo-romaine et mérovingienne.
Historique. ~ Précédemment partie de la rue Haute du Transit, antérieurement partie du chemin des Boeufs tracé sur le plan de Roussel (1730).";20.0;610.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment route départementale n° 10 (décret du 25 juillet 1851) et antérieurement chemin vicinal de l'ancienne commune de Vaugirard.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 23 mars 1885, côté impair et côté pair sur une longueur de 6 m environ avant le pont du chemin de fer. Déc. du 3 octobre 1855, le surplus. Déc. du 19 février 1891, pans coupés aux angles de la rue Labrouste. Arr. du 9 août 1939, rapportant le déc. du 23 mars 1885, au droit des nos 51 et 53, et fixant deux pans coupés, l'un de 10 m, à l'angle de la rue Georges Pitard, l'autre de 8 m, à l'angle de la rue Castagnary (côté impair). Arr. du 18 mai 1973 (relatif à la rue Alphonse Bertillon), côté impair, raccordements avec cette dernière voie.
Nivellement. ~ Déc. du 23 mars 1885.
Numérotage. ~ Arr. du 12 juin 1901.
Dénomination. ~ Déc. du 10 août 1868.";XVe;voie publique;place Charles Vallin.;rue d'Alésia, à la limite du XIVe arrondissement.
1907-06-24T01:00:00+01:00;0136;Muette.;rue;de l';alboni;rue de l'Alboni;0159;"Orig. du nom. ~ Marietta Alboni (1826-1894), cantatrice italienne ; fit des legs importants à l'Assistance Publique.
Historique. ~ Précédemment rue Alboni (arr. des 10 mars et 20 juillet 1896). Ouverte sur les terrains de M. Hottinguer.";17.0;203.0;"Ouverture. ~ Ouverte en 1894.
Observation. ~ Le terre-plein central est occupé par le viaduc du Métropolitain entre l'avenue du Président Kennedy et le square Alboni.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 8 juin 1901.
Dénomination. ~ Arr. du 24 juin 1907.";XVIe;voie publique;avenue du Président Kennedy, 16.;place de Costa Rica, et boulevard Delessert, 23.
;R010;Muette.;porte;de;bagatelle;porte de Bagatelle;Z010;"Historique. ~ Située autrefois sur le territoire de Neuilly-sur-Seine annexé à Paris par décret du 18 avril 1929.
Site classé. ~ Le bois de Boulogne a été classé comme site par un arr. min. du 28 septembre 1957.";0.0;0.0;Observation. ~ Située dans le bois de Boulogne.;XVIe;voie publique;au débouché de la route de Sèvres à Neuilly sur le boulevard Richard Wallace, en bordure du bois de Boulogne.;
;A861;Auteuil.;voie;;by/16;voie BY/16;Y674;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;9.0;180.0;Observation. ~ Bretelle de sortie du boulevard Périphérique extérieur ouest permettant de rejoindre, par l'avenue de la Porte de Saint-Cloud, la place de la Porte de Saint-Cloud (Porte de Saint-Cloud).;XVIe;voie publique;boulevard Périphérique extérieur ouest.;avenue de la Porte de Saint-Cloud.
;1681;Chaillot.;square;de;chaillot;square de Chaillot;1683;Orig. du nom. ~ Voisinage de la rue de Chaillot.;3.0;67.0;;XVIe;voie privée;rue de Chaillot, 37.;en impasse
1879-10-02T00:53:28+00:53;2341;Auteuil.;rue;;corot;rue Corot;2338;"Orig. du nom. ~ Jean Baptiste Camille Corot (1796-1875), peintre paysagiste français ; quartier où ont été groupés des noms d'artistes.";12.0;105.0;"Ouverture, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 27 janvier 1876 (UP).
Numérotage. ~ Arr. du 4 février 1879.
Dénomination. ~ Arr. du 10 février 1879.";XVIe;voie publique;rue Wilhem, 22.;avenue Théophile Gautier, 61.
;5250;Auteuil.;square;;la fontaine;square La Fontaine;5169;Orig. du nom. ~ Voisinage de la rue La Fontaine.;9.0;53.0;Création. ~ Créé en 1926.;XVIe;voie privée;rue Jean de La Fontaine, 33.;en impasse.
;Z120;Muette. Porte Dauphine.;porte;de;madrid;porte de Madrid;Z120;"Historique. ~ Située autrefois sur le territoire de Neuilly-sur-Seine annexé à Paris par décret du 18 avril 1929.
Site classé. ~ Le bois de Boulogne a été classé comme site par un arr. min. du 28 septembre 1957.";0.0;0.0;Observation. ~ Située dans le bois de Boulogne.;XVIe;voie publique;au débouché de la route du Champ d'Entrainement, de l'avenue du Mahatma Gandhi, de l'allée de la Reine Marguerite et de la route des Lacs à Madrid sur le carrefour du boulevard Richard Wallace et du boulevard du Commandant Charcot, en bordure du bois de B;
;7176;Muette.;rue;;paul saunière;rue Paul Saunière;7122;Orig. du nom. ~ M. Paul Saunière, romancier.;12.0;73.0;"Ouverture. ~ Ouverte en 1903.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 26 janvier 1911.";XVIe;voie publique;rue Eugène Manuel, 13.;rue Nicolo, 20.
;0446;Ternes.;rue;d';armaillé;rue d'Armaillé;0417;"Orig. du nom. ~ Ouverte sur la propriété du marquis d'Armaillé.
Historique. ~ La partie qui était comprise entre la rue Saint-Ferdinand et l'avenue des Ternes a été englobée dans la place Tristan Bernard en 1953.";20.0;225.0;"Ouverture. ~ Ouverte en 1840.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de la commune de Neuilly.
Alignements (retenus au POS et non repris au PLU). ~ Arr. préf. du 21 janvier 1936, au droit des nos 21 et 21 bis.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 21 janvier 1936, sauf au droit du n° 1 (partie régie par l'arr. du 5 août 1968 relatif à la rue des Acacias) et des nos 21 et 21 bis.
Nivellement. ~ Arr. du 21 janvier 1936.
Numérotage. ~ Arr. du 10 juillet 1874.";XVIIe;voie publique;rue des Acacias, 29.;rue Saint-Ferdinand, 5, et place Tristan Bernard, 3.
;1093;Clignancourt.;rue;de la;bonne;rue de la Bonne;1101;"Orig. du nom. ~ Cette voie doit sa dénomination à une ancienne fontaine, dite `de la bonne eau`.
Historique. ~ Cette voie est indiquée sur le plan de Roussel (1730). Une partie, qui était comprise entre les rues Becquerel et du Mont Cenis, a été absorbée par la rue Lamarck.";12.0;170.0;"Observation. ~ Voie comprise dans le site du Vieux Montmartre.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment, voie de l'ancienne commune de Montmartre.
Alignements (non retenus au POS et non repris au PLU). ~ La loi du 24 juillet 1873 relative à l'église du Sacré Coeur régit les alignements suivants : côté impair, sur une longueur de 64 m, environ à partir de la rue du Chevalier de La Barre ; côté pair, sur une longueur de 75 m environ à partir de la même rue. Arr. du 9 janvier 1939, le surplus.
Nivellement. ~ Arr. du 9 janvier 1939.";XVIIIe;voie publique;rue du Chevalier de La Barre, 30.;rues Becquerel, 7, et Lamarck, 23.
;A793;Chapelle.;voie;;bi/18;voie BI/18;Y575;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;11.0;190.0;Observation. ~ Bretelle reliant la Bretelle de sortie du boulevard Périphérique intérieur est (voieBJ/18), à l'autoroute A1 (Porte de la Chapelle).;XVIIIe;voie publique;voie BJ/18.;autoroute A1.
1929-12-12T01:00:00+01:00;3213;Clignancourt.;rue;;émile blémont;rue Émile Blémont;3246;"Orig. du nom. ~ Léon Emile Petitdidier, dit Blémont (1839-1927), littérateur.
Historique. ~ Amorcée en 1929 par la Ville de Paris ; a englobé l'impasse du Mont Viso.";15.0;95.0;"Numérotage. ~ Arr. du 4 juillet 1931.
Dénomination. ~ Arr. du 12 décembre 1929.";XVIIIe;voie publique;rue du Poteau, 38.;rue André Messager, 7.
